,tweet_id,text,relevance,viewpoint
56,1257791196157472768,@RealCandaceO https://t.co/79wiLZiqex,no,none
57,1255157194158473217,,no,none
58,1255287968073420801,"@cheekiiibreekii @Ilhan It's called logic, she doesnt understand that.",no,none
59,1254889102614421510,"@Rebecca1Rose I'll also say if you gave TDS, you may never or admittedly see problems with the rest of the never Trump movement. Ans if anyone is hoping for a complete failure of the Trump presidency than we are misguided. A complete failure of the Trump presidency would be a failure of the US",no,none
60,1257018396341764098,@God_Country7 @StefanPatrascu3 @99freemind @BillClinton It must have been a spirit cooking dinner at podesto’s house hell or maybe at Ed bucks in Hollywood,no,none
61,1255333991768522753,@AustinKellerman @JohnsHopkins https://t.co/Wyq6jQdvkv https://t.co/rBWZsMV1KO,no,none
62,1255223512719142919,"@MarshallCohen @MayoClinic Shame on Mayo! Allowing Pence to endanger staff and patients, unforgivable. Heads should roll! How embarrassing for Pence AND Mayo",no,none
63,1254863728413048832,@debraraes @ilovetrump93 Bs pelosi. Our POTUS would never ever have allowed that.,no,none
64,1255278760259174400,@christapeterso There’s a world outside twitter. Get some limited fresh air.,no,none
65,1256750287999471616,"@damonzippo @RBrooks4032 @rogggs00 @dbongino @BilldeBlasio @realDonaldTrump @FoxNews @OANN Profits do not belong to everybody, they belong to the person/s who made it. If someone makes a profit and becomes rich by t/b/millions of consensual transactions, why does the government need to take a high percent of it?",no,none
66,1255255184869068804,"@PabAguirrezabal @nico20uu @LuisLacallePou Ojo, no solo hago referencia a lo nocivo que es en materia económica y cultural, me preocupa más el desastre ambiental de los lugares turísticos sobre el UM y el tren.!!!",not english,NA
67,1262777856964333569,"@ExquisiteAloof @CrazyLucy2 @FlyThaiMMA Trump has 25 and he still won. Dont vote for him if it pains you that much, all this happen before he became VP and no 0ne said a thing. If he was good enough to be VP then he is good enough to be PRESIDENT!!",no,none
68,1255830496220786694,@IvankaTrump Wouldnt money spent on fuel be better put to give PPE to those most in need in work force so those allegedly honor would TRULY be honored by putting less lives at risk of virus? Seems like Trump is illegally using tax dollars to do campaign stunt. Ask hospital staff PPE or Flyby,no,counter
69,1255738986343149569,"@KBinSC @RepAndyBiggsAZ @Antoinotabot That's the Dems for you.....lots of ""gimmie"" states out there.. just fact check how the Dems run their states",no,none
70,1254946643243302913,,no,none
71,1286214608349466624,@realDonaldTrump @BlueAngels @AFThunderbirds SOMALIA!,no,none
72,1255296713956474881,@Leandro_Navia @pasteli_3 @labetudelapipol @davellaneda77 y bueno aca todavia no hay nada ambos hicieron la denuncia  ahora la justicia tiene que ver y hacer pruebas a ambos,not english,NA
73,1255219797635334144,"@SNDNGCHLLZ believe it or not, this is a blessing!",no,none
74,1255805672299458560,@blue_topaz6039 分かりました！大丈夫ですよ！,not english,NA
75,1255402218892771334,@BBCWorld I don’t know?,no,none
76,1461036859769901076,"@Buckeye_ricky @whywouldyou_uk @Citizen22668787 @luketebbs @nachal_giyus86 @AndyStill11 @Moshepupik1 @israelies_21 @Pen_Bird @gomiriam63 @BankerBun @cool_grandad @wurzel260654 @Roza_Shamina @a_zionist @Tax_Dodge_Hodge @MehrMiriam @Steven495 @OliverKBrown @LollllllaJR @SariadeG @Persian70509610 @IILeahll @for_americans @yes_we_cat @RZ123ZR_ @binogx @retiredjudean @wawadaneally @Sarah58825630 @Lily64117126 @Kokothecat2 @VeronicaTalbot9 @Elswood3 @ftysugar @ElohimAyd @Jack_Tri6 @shim_marom @TrulyYou7 @Mooke53950109 @whatfreddiesays @Lydd_Palestine @Yuval16499776 @NSRoundtable @Dadia11230398 @LavBaalDevarim @cikmiiiii @m4bj4v1d @ellyngail @OlivesStones Not only didn't Zionists dispossess Arabs, but the Zionists actually attracted hundreds of thousands of Arabs from all over the M.E., as Zs created economic opportunity out of sand &amp; swamp. Later, the Arab immigrants stamped themselves with the ""Palestinian"" brandname.",no,none
77,1331442792749469697,@realDonaldTrump There won't be an America after Donald Trump's gone. None of you fool's can see that.,no,none
78,1255212192393240577,@eugenegu @realDonaldTrump What about them? Trump takes NO responsibility for anything! Time for him to go!,no,none
79,1255244715240407044,@JanetTXBlessed Great question,no,none
80,1255535685475414020,@QanonCanSuckIt @_V3ritas @BodhisattvaKat @mememealone1 @CMikeSF @mama_hipster @CarlyJA22 @PuffDomino @Tam_Resist @StopCra @RomanHoratio @CBears74 @ivyjofreeman @A_Rosie_Life @JerryCann1 @TappyPaws @jidk1187 @FrakerMonica @RedloraineV @Edith_Ambra @ElleWibble @imk56 I've called several times..same crap.,no,none
81,1255511641082540033,@crampell @BobbyCr48838634 @realDonaldTrump just cant quit the Quid Pro Quo,no,none
82,1255416126307274757,"@Studhombre @brokemoke_04 If you've uprooted your life, and dragged your family across an ever increasingly hostile border to a country who's current leadership has openly labeled you as violent criminals and ""Bad Hombres"" and are treating them as such, then it really makes you wonder why they do it.",yes,none
83,1255166795742359557,"@petittaehy Normalmente alta, mas em dias que eu estou sensível ela fica bem baixa",not english,NA
84,1255393500495044608,@FLOTUS Take that piece of cloth and give everyone a break by shoving it in your husband's dumb mouth.,no,none
85,1255259495191674881,@BridgetSterli19 Human lives are clearly not worth a bucket of warm ____.,no,none
86,1255663168937848832,@druglordangel @philosophrob @jermano_flacko It was our money 💰🤷🏼‍♂️,no,none
87,1251621645837570048,"@betty_scarponi @Julioac13 Si,te creman y rapidito..la chica q murio por golpes de su pareja ya habia sido cremada cuando el medico vio la tomografia y se dio cuenta q tenia fracuras varias y el resultado del hisopado aun no habia llegado.Muy feo esto...",not english,NA
88,1257677788124938242,@Strandjunker 🤚🤚🤚,no,none
89,1460934702953635848,"@Nili14uk @IsraelandStufff @ELNescio @AndredeVegte6 @GrandJewbah @benusa567 @_kfajk @andyblueskyz @Botthescott @JewSoc @Th2shay @Tax_Dodge_Hodge @TopRantKing @whywouldyou_uk @wannnwz @a_zionist @NuHakolBeseder @Bobby6172 @GoergeGalloway @Persian70509610 @Ffpg7 @IILeahll @Elswood3 @cohen__yasmin @IloveBush43 @Kokothecat2 @C_riusBlack @ftysugar @LollllllaJR @AntisemitismNo @natashahyy6l225 @ofTheBigMilk @FreePal82067499 @Crow31Darkness @amicidiisraele @BDS_Crooked_Org @18PigsDontFly @noah_guttman @TrulyYou7 @RebootedSpin @ronen_shefer @BlidyDoriana @Gaza_Resistance @creditlesscard @VigilantRobert @garybkatz @LavBaalDevarim @helen_tiger @Jaccuse1 @Lily64117126 Correction - #Israeli falafel place Maoz. Simon Vrouwe. Another Dutch #Jew hater and close buddies with tricycle man.

#hypocrites #ThePalestinianLie https://t.co/5gDhE1ntjB",no,none
90,1255177813721665536,"@Adita_Ferrer @HealeyParera @Anita5446 @profmarylewis @Soccerpolitics @njlightfoot @DavidAvromBell @FaithCHillis @AnaRMinian @catedracuba UC Berkeley added a semester to normative time to all grad students, but I think funding is on a department level rn. There's some emergency funding available and resources for undocumented students, more paid leave for student employees, but we're still sorting all this out",yes,none
91,1255237375682371584,"@Apex4x @FirstSquawk Wikipedia Swine Influenza:
In 1998, swine flu was found in pigs in four U.S. states. 

Let's bill the pigs🐷.",no,none
92,1255276827481976840,,no,none
93,1256425680767680514,@Cousens11 @HuffPostUK @HuffPostPol It's sweet of you to even think the UK might be part of that race,no,none
94,1255169145999630337,,no,none
95,1254561452926656512,@IAFFSMOKEATER @realconsrv1 @JennaEllisEsq @SidneyPowell1 @GenFlynn @realDonaldTrump Yeah that might happen what do you think Cuomo Harris tickets. Now that would be a b****,no,none
96,1255266833525026816,"@BlueWaveGolden1 @MrsRabbitResist Hey, don't shoot the messenger.",no,none
97,1255200021252837378,@FOX4 Honestly it never should have shut down and it’s not opening soon enough. We need to get back to life and work. We can’t hide forever. So glad for gov. Abbott. Jenkins needs to go.,no,none
98,1256605105178259456,@BlueDee6 @SenSchumer @AmberGi05822280 @senatemajldr https://t.co/NbF7NiFZLB,no,none
99,1255298189818814464,@JudicialWatch Maybe TRUMP has the assurance that Mexico and Canada will pay.,yes,none
100,1255189692003135490,,no,none
101,1255441834916098050,@besevboom @Tarkitsanapong พี่ต้าเปิดประตู เดินมาหาพี่บูมพร้อมปาข้าวใส่หน้า55555,not english,NA
102,1255278146259214339,@tigabelasfor17 lagi gelud sama ini😭 https://t.co/brI7NkBcNG,not english,NA
103,1255116833041952768,"Late millennials downloading presentations from their inboxes, having emailed as attachments to themselves this morning.",no,none
104,1353248836492226615,"@Colton99288673 @DLtothe @RicoSuaveJD @realDonaldTrump Wow, missed this one, didn't you? Trump's literally tried to put red states over blue states time &amp; time again. He even wanted to withhold emergency equipment from blue states.",no,counter
105,1255240229809725441,@FofanaS37869284 @CotedIvoire_off @MoussaTOURE9 Ceci n'est qu'un pan de la gabegie et des détournements de fonds de ce jeune opportuniste.  La primature et le parlement ont été infestés d'individus aux compétences douteuses et exclusivement pour la promotion de sa petite personne. Simplement scandaleux.,not english,NA
106,1255175629428973568,@FontirroigPablo Esta es la mejor noticia del dia,not english,NA
107,1255545396388036608,@Mr_9nt 😭😭😭😭😭😭😭😭😭😭😭😭اي والله كلش ولا الدخان عنده,not english,NA
108,1255270270287384579,"@JYSexton There is no actual shortage:
https://t.co/o0CSx1BbGQ",no,none
109,1257768276777672704,@Drew77402077 me?,no,none
110,1252081015033487360,@uscensusbureau Because you can't go get a haircut right now...,no,none
111,1255293594237382656,@beamailuc @Jasonau80 @NaroomaNews Yes,no,none
112,1255466970734047232,"@MollyJongFast Well, April is almost over and that was his deadline, so...",no,none
113,1255130429675323395,"#EssentialWorkers on the front line of the American food supply.  While most farm workers will not benefit from economic stimulus help, they do continue in their labor. Let’s hear it for these lettuce workers who make sure we keep on enjoying salad. #WeFeedYou https://t.co/yQ4FvBa9B1",no,counter
114,1255141871224938496,@StadtMuenchen ist das jetzt erst die Osterzahl?,not english,NA
115,1255386063624962050,"@_scoolapasta Ti do la più carina del mio assortimento: in Val Tramontina (Prealpi Carniche, ma non è Carnia) si dice “canais”, con l’accento sulla seconda a e la esse sibilante.",not english,NA
116,1256782586652659713,@Divanista96 @TheRickWilson A Huffpost poll? Politico? SPLC? Or was it one of the pollsters that said Hitlery would win 2016?🙄,no,none
117,1255283995664879616,,no,none
118,1255241517796601861,@JackPosobiec Confused as to whether you're talking about Gen Flynn or Walt Jr,no,none
119,1255197140910997504,"@DaRod1775 @FOX4 Darryl, how do you justify 5.7 % mortality when the numbers are skewed and deaths are being documented as Covid when in reality Covid is a contributing factor NOT the main reason. COPD, Heart problems etc are the reasons not COVID.",no,none
120,1255197106983313408,"@Yamiche @itscaitlinhd @mirjordan Meat packers...be prepared to die
We are so ""not in this together""",no,none
121,1257049890762285058,"@RobW37891054 @Public_Citizen @JeriLRyan Nick Brana - #PeoplesParty
 We spoke about Bernie taking big money at Our Revolution and endorsing Dems running for Senate in exchange for being named Chairman of the Budget Committee if Democrats won a majority. I argued that he shouldn’t make these deals:",no,none
122,1255130541130608645,,no,none
123,1255151664010416130,"@Hiltonfelipes Vei, eu não lembrei de ti",not english,NA
124,1258582275995942912,"@denicarter @ganny_roxx @uscensusbureau Ok... just two things before doing myself a favor and blocking you.  
First...your attack on the census (a once in an decade 5 min activity) is not rational....get help.  AND....

#Census2020 #Census2020 #Census2020 #Census2020
#Census2020 #Census2020",no,none
125,1255489816239706119,"@SicTransitPHL @alon_levy @The_Albatross @FahrradAmZug @JakeAnbinder you took urbanized areas instead of metros, didn't you? 
This is a better choice, but still - different numbers.",no,none
126,1255342420017000450,"@disco_socialist @Hector_E_Alcala Well, to be honest, I'm iffy on liberals being people so there's that.",no,none
127,1255517018289250309,"@RealAlternat_ve @mary_mcdermid @AdamSerwer @matthewamiller Seems that way. During the Great Depression, after Hoover’s inaction, we chose FDR and got massive rebalancing of power and progressive safety nets.

Many European countries went the other way opting for Fascist power hungry charlatans to fix their inequalities.

Didn’t end well.",no,none
128,1301934574411419652,@priceline https://t.co/rPC5KdSIOr,no,none
129,1256817892206743553,"@philray51751978 @Perugis @AOC She wasn't voting against that part, she was voting against the tax cuts for the very wealthy. There's a difference.",no,none
130,1255917546693410817,@Talhafarooqk07 @AWGoraya Because most of Muslim rulers are friends with Jews just like our Niazi,no,none
131,1260368300942516224,@uscensusbureau Don is unemployed now.,no,none
132,1316894802160414720,"@GavinNewsom If you don't stop with the BS, you're going to have an issue on your hands the size if 40 million people! The cost to live in Cali is high as it is. What do you expect these people to do to provide for their families?! Tic toc",no,none
133,1258832018210729990,@MattLevine79 I appreciate you digging around. I’ll have a deeper look again at some point. I’d be happy to be wrong and perhaps quackery is too harsh a term.  A lot of quacks promote CBD as some sort of miracle cure for every disease known to man so I guess I lumped those two things together.,no,none
134,1255369036210339840,"@RBW_MAMAMOO QUEEN ☀️#SOLAR #솔라 ☀️ #Solar1stWin #SpitItOut1stWin

#SPIT_IT_OUT #뱉어 
#Solar_SpitItOut #SOLARDEBUT 

MV📽 https://t.co/tV3ncjecNs

The show📽 https://t.co/hU8phfY4qK

WIN📽  https://t.co/fVDb3Gtp3l

#MAMAMOO #마마무 @RBW_MAMAMOO

https://t.co/6UFnXfUI7m",no,none
135,1255240190341328898,,no,none
136,1256756967109849088,@DrAcePugh @jvgraz @Citizenroxanne @KavehTO @lookoutitsbbear @bernybelvedere https://t.co/LPMWIpcBfP,no,none
137,1255508949476007941,@margmulc12 @DailyCaller hi pls follow back,no,none
138,1255593893598392320,"@RogersParkMan Ah... I get it... Unionizing, non-slip floors, and communism prevent COVID-19.  Right in front of our face and we didn’t see it... Stay safe everyone.",no,none
139,1255279742875586561,@tuns1999 @RaniaKhalek Eat rice and beans.,no,none
140,1256756941390569472,@ToddAppel @bernybelvedere https://t.co/wRaWBng3dl,no,none
141,1255251468006952961,,no,none
142,1255631241073876995,"@SauceSuey @RedWingGrips A C-141 is a large USAF transport plane, do a fly over Somalia have her put the chute on, if she won’t put it on, put it on for her the as she is going out the open door pull the rip cord",no,none
143,1255267571110236162,"@JakeAnbinder It’s a nasty bit. In New New York you have really expensive apartments in old New York you had parents putting their sleeping babies in bathtubs to avoid stray bullets. 

Maybe 96 to  August 2001 is where we want to be.",no,none
144,1255155882301759488,"@WalshFreedom Trump’s 70 day delay, his arrogance and incompetence will result in tens of thousands of deaths!! Yet @VP and GOP members of congress are silent ... allowing him to persist. They all share the blame @senatemajldr @MittRomney @LindseyGrahamSC @SenJohnKennedy @marcorubio @GOPLeader",no,none
145,1255193919895203840,"@hbredda Ser machão via mídias sociais é fácil; parafraseando Bezerra da Silva, ""Você do outro lado do Twitter/FB/Insta é um bicho feroz, feroz, cara a cara, anda rebolando e até muda de voz""",not english,NA
146,1263631689668005889,@kenolin1 Your fucking you like a big bull,no,none
147,1255410585526771713,@FLOTUS Pence disregarded that because he knew your hubby wouldn’t wear one &amp; would be disappointed if he worse one!!,no,none
148,1255275029643886593,@ksylanss Have a nice day! Gi apa ni?,not english,NA
149,1347027637638737920,,no,none
150,1324131643481874433,"@w_terrence @realDonaldTrump Shut up, asshole.
Your 15 minutes is over.",no,none
151,1255528920067330048,"@KevinMKruse But your comparing a natural disaster which is uncontrollable to a conscious decision to break the law. So there’s that. And although I do think states need more rights to do what they wish, this comparison is horse shit!",no,none
152,1255174462120488960,@C24_mxtx 용기가 생겼다 불끈,not english,NA
153,1255526055915520000,@thehill Most people like who?  Ask him to name them...,no,none
154,1255327062224666626,"@DanielBrim To be fair, no one can really get tested.",no,none
155,1255769387145068546,@KiIlerComplex “You mean let them all rip each other apart while you watch and enjoy?”,no,none
156,1262126543142359041,"@acp6599 @SawMas44 @itsJeffTiedrich @realDonaldTrump Feel free to go out and hug and kiss, sans mask, no hand-washing, now. No testing daily like the lying king 45, gloves free.",no,none
157,1256685923040804864,@Nina_Dattebayo https://t.co/sUtmlfcEaw,no,none
158,1256104961542258688,@heyjesxo @iJaadee Aries sun/Venus 12H too.,no,none
159,1255524034130907136,@HotlineJosh I  see she didn't ask for J Street's endorsement.  She rejected them they didn't reject her,no,none
160,1258891469760462857,@MattLevine79 But when testing new drugs the initial phase of trials are all about testing for safety rather than efficacy (whether it works). Other interactions are found through adverse event reporting after a drug is on the market.,no,none
161,1255278650976542727,@katenorman73 https://t.co/T29MZnDPHm,no,none
162,1255362928309608448,"@RepJerryNadler @senatemajldr Sucks when you bankrupt your state with stupid $hit, doesn’t it @RepJerryNadler?",no,none
163,1254394159114391553,@SiClancy @Stateman525 @AndreaBalduzzi1 #facts,no,none
164,1256623272743055362,"@MaxineViolet @Ilhan My apologies. I did not mean to include you in that reply tweet and hope it did not upset you. However, if you would like to continue this discussion, I would be happy to oblige.",no,none
165,1255273553735409668,"@BelsonElaine @XpressionOfLigh @tonybellerose @RhymesRadical @nomiddleton2 @Simaactor @myrtle_sheri @gratefulamw @Linnabelle @Kokomothegreat @SuzieBird4 @gosforthgal @coastal_eddyLB @AndreaBelcher3 @Cubistcastle132 @jpierni @NoraNanza @NonnaOlgah @10_ashus @SpeakerPelosi @SenSchumer @LeaderHoyer @MittRomney Divider 
Ab-so-lute-ly, we live in Unpresidented Times 
🍊 🤡 🦠 

#ETTD 
#clustertrump 
#TrumpLiesAmericansDie 
#WorstPresidentInHistory",no,diagnostic
166,1255244222376091649,"@Samples212 @EThorntonGHS Do we share a child? Honey, is that you?",no,none
167,1256350068661121024,"@EricTrump @politico How do terrible presidents? Oh, corruption, that’s right.",no,none
168,1255279282324148226,@CNNPolitics Disaster Donny. Wake up America. He is not for ANY of you. #NotFitToBePresident,no,none
169,1256311506200858625,@RobynKanter @MassGovernor Exactly!  Why set up the advisory committee now.  This should have been up and running to get ready for May 4th.,no,none
170,1344422397747859460,"@maxtnyc212 @MaxTorgovnick @realDonaldTrump @ksorbs Hey max, if only you were as concerned with black crime as you are about coronavirus you wouldn't have your car smashed in by ""youths""",no,none
171,1255186809564381185,"@SenatorDurbin .@SenatorDurbin Good to know u remembered 8 year old #DACA promise right before election. But how come u forgot the promise U made in 2019 to legal immigrants n their #DALCA kids ? 
#S386
#S386IsFair 
#S386IsGoodForAmerica 
#DurbinWidows
#DurbinOrphans
#DurbinAgeOutKids
#ILSen",yes,counter
172,1255393483516530689,"@JakeAnbinder In the world where the supply of housing in New York is perfectly inelastic, nothing really matters. High crime? The rents will be lower. Rats in the subway? The rents will be lower. Deadly plague? The rents will be lower.",no,none
173,1255178966064697344,@_no0emiie thank u!!! .)){ &gt;3,no,none
174,1255198697643802624,@Wahboom @twincam72 @OxmanMartin @Larryputt @master_grunt @Lawsen_Webb @StopBreakingLaw @thedude77 @TOMRJZSR @Co50072057Grey @timetoact2 @FrankPayton13 @OneMinPsychic @HerbertStehberg @StillFreeSCOTTY @tbeaux29 @ICanPlainlySee @WattzzD @PlanoJoey @BourdinFred @WhimsicalMeToo @smakr61 @SgtBenClark @KeecoWang5 @ernestleenot @MADGhostInTheM1 @Jeanetteisback @__CassidyRae__ @MarthaVineyard4 @jay6018 @starr_pa @Fusion4Trump @adagioforstring @Larry_Renforth @McginnKeven @watchit00 @KLHirst1 @History27361891 @joseangemon @leino_samuel @CrazyOldLady14 I hope he succeeds https://t.co/EhuhRzMm3s,no,none
175,1258398000902279171,"@MassGovernor We're..meaning whatever Cuomo does.
You're awesome at leading from behind!",no,none
176,1255827839535976448,@PopCrave @TMZ If it comes out ugly what we gon do,no,none
177,1255277980525395976,@shougalnoaimi Happy birthday ya rou7e entai 🎈🎈♥️♥️♥️♥️♥️,not english,NA
178,1255444289146011649,"@stephen_taylor I think dr tam has a needle and Bracelet waiting for you!
Wear it with Pride!",no,none
179,1255306353171628033,@jjz1600 https://t.co/wr70YdbKxE,no,none
180,1258957739226791937,@jshallack @ArentYOUNice @AOC https://t.co/otz62YlO0i,no,none
181,1260039418758529029,"@Duulmonterrosa @Classr0om Jajajajajajaja, contame mas",not english,NA
182,1255166045578334208,@tabahmp Gabut,no,none
